"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","Appropriation or Category Type","Restriction Type","Functional Classification","Amount $000","Year","Amount Type","Periodicity","Current Scope","M Number","Portfolio Name"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12034,12033,"Takatutanga me nga Haumitanga a-rohe | Regional Engagement and Investment","Takatutanga a-rohe | Regional Engagement","MCA","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",22635,2020,"Actuals","A","This category is limited to facilitating a two way flow of information between the Crown and Maori through engagement with iwi, hapu and whanau throughout New Zealand.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12035,12033,"Takatutanga me nga Haumitanga a-rohe | Regional Engagement and Investment","Haumitanga a-rohe | Regional Investment","MCA","Departmental Output Expenses",NA,"Other Economic",17268,2020,"Actuals","A","This category is limited to the design, delivery and management of community investment programmes; including management of land administered under Part 2 of the Maori Affairs Restructuring Act 1989.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",13171,13169,"Ko te Tahua KOWHEORI-19 mō ngā Hapori Māori | Māori Communities COVID-19 Fund","Wāhanga 1:  He tautoko whakahaere, he tautoko whakatairanga whakatere hoki i te tuari kano ārai mate | Phase 1: Rapid vaccine acceleration administration and promotion","MCA","Departmental Output Expenses",NA,"Health",1885,2022,"Actuals","A","Hangai pu ana tenei kia wawe te whakahaere me te whakatairanga kia piki ake i nga tatauranga kano arai mate mo te KOWHEORI-19 i waenga i te Maori | This category is limited to administration and promotion to support an uplift in Maori COVID-19 vaccination rates.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12031,12030,"Hauora me te Oranga Maori | Maori Health and Wellbeing","Arai Whakamomori Rangatahi Maori | Rangatahi Maori Suicide Prevention","MCA","Non-Departmental Output Expenses",NA,"Health",2000,2019,"Actuals","A","This category is limited to interventions and research to support Maori Suicide Prevention Services working to prevent suicides amongst Maori youth.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12071,12030,"Hauora me te Oranga Maori | Maori Health and Wellbeing","He Tikanga a-Whanau mo te Whakakore Tukino | Whanau-centred Family Violence Interventions","MCA","Non-Departmental Output Expenses",NA,"Social Security and Welfare",1030,2019,"Actuals","A","This category is limited to supporting whanau to access and participate in family violence intervention initiatives.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12031,12030,"Hauora me te Oranga Maori | Maori Health and Wellbeing","Arai Whakamomori Rangatahi Maori | Rangatahi Maori Suicide Prevention","MCA","Non-Departmental Output Expenses",NA,"Health",2203,2020,"Actuals","A","This category is limited to interventions and research to support Maori Suicide Prevention Services working to prevent suicides amongst Maori youth.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12071,12030,"Hauora me te Oranga Maori | Maori Health and Wellbeing","He Tikanga a-Whanau mo te Whakakore Tukino | Whanau-centred Family Violence Interventions","MCA","Non-Departmental Output Expenses",NA,"Social Security and Welfare",2954,2020,"Actuals","A","This category is limited to supporting whanau to access and participate in family violence intervention initiatives.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12037,12036,"Whanaketanga Ohanga Maori | Maori Economic Development","Whakapakari, Whakatairanga Tapoi Maori | Strengthening and Promoting Maori Tourism","MCA","Non-Departmental Output Expenses",NA,"Other Economic",4160,2019,"Actuals","A","This category is limited to supporting the development and promotion of Maori tourism.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12037,12036,"Whanaketanga Ohanga Maori | Maori Economic Development","Whakapakari, Whakatairanga Tapoi Maori | Strengthening and Promoting Maori Tourism","MCA","Non-Departmental Output Expenses",NA,"Other Economic",5160,2020,"Actuals","A","This category is limited to supporting the development and promotion of Maori tourism.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",13172,13169,"Ko te Tahua KOWHEORI-19 mō ngā Hapori Māori | Māori Communities COVID-19 Fund","Wāhanga 2:  Ko te manawaroatanga o te Whānau, o te Hapori | Phase 2: Whānau and community resilience","MCA","Non-Departmental Output Expenses",NA,"Health",38050,2022,"Actuals","A","He tautoko i nga kaupapa na te Maori, na te hapori hoki ki te hiki i te manawaroatanga o nga whanau, o nga hapori ki te KOWHEORI-19 | This category is limited to supporting Maori-led and community-designed initiatives to increase the resilience of whanau and the community to COVID-19.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",13316,13169,"Ko te Tahua KOWHEORI-19 mō ngā Hapori Māori | Māori Communities COVID-19 Fund","Urupare Māori ki te Omicron | Māori Omicron Response","MCA","Non-Departmental Output Expenses",NA,"Health",20385,2022,"Actuals","A","He tautoko i nga kaupapa na te Maori, na te hapori hoki ki te whakahaere i te putanga atu o te Omicron ki a ratou i te tau 2022 | This category is limited to supporting Maori-led and community-designed initiatives in response to the Omicron variant outbreak of 2022.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",13170,13169,"Ko te Tahua KOWHEORI-19 mō ngā Hapori Māori | Māori Communities COVID-19 Fund","Wāhanga 1:  He whakahaere, he whakatairanga whakatere i te tuari kano ārai mate mō ngā kairato | Phase 1: Rapid vaccine acceleration provider support","MCA","Non-Departmental Output Expenses",NA,"Health",70546,2022,"Actuals","A","He tautoko i nga kaupapa na nga kairato hapori, Maori hoki ki te whakapiki i nga kaiwhiwhi Maori i te kano arai mate hei patu i te KOWHEORI-19 | This category is limited to supporting community and Maori providers to achieve an uplift in vaccination of Maori against COVID-19.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12032,12030,"Hauora me te Oranga Maori | Maori Health and Wellbeing","Hiki i te Ao Maori - Tautoko Tikanga me te Hakinakina Maori | Moving the Maori Nation - supporting Maori Culture and Sport","MCA","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",3585,2019,"Actuals","A","This category is limited to programme development and implementation of initiatives to support Maori sports and cultural activities, including capacity building support for Maori sports and cultural bodies.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12032,12030,"Hauora me te Oranga Maori | Maori Health and Wellbeing","Hiki i te Ao Maori - Tautoko Tikanga me te Hakinakina Maori | Moving the Maori Nation - supporting Maori Culture and Sport","MCA","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",2149,2020,"Actuals","A","This category is limited to programme development and implementation of initiatives to support Maori sports and cultural activities, including capacity building support for Maori sports and cultural bodies.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12038,12036,"Whanaketanga Ohanga Maori | Maori Economic Development","Tahua Whanaketanga Hangarau Maori | Maori Digital Technology Development Fund","MCA","Non-Departmental Other Expenses",NA,"Other Economic",4272,2019,"Actuals","A","This category is limited to the provision of funding for Maori ICT development initiatives.",46,"Minister for Māori Development"
"Ministry of Māori Development - Te Puni Kōkiri","Māori Development",12038,12036,"Whanaketanga Ohanga Maori | Maori Economic Development","Tahua Whanaketanga Hangarau Maori | Maori Digital Technology Development Fund","MCA","Non-Departmental Other Expenses",NA,"Other Economic",792,2020,"Actuals","A","This category is limited to the provision of funding for Maori ICT development initiatives.",46,"Minister for Māori Development"
"Te Kāhui Whakamana Rua Tekau mā Iwa - Pike River Recovery Agency","Pike River Re-entry (old)",12163,12163,"Pike River Recovery","Pike River Recovery","Single","Departmental Output Expenses",NA,"Core Government Services",15457,2019,"Actuals","M","This appropriation is limited to the establishment and operations of the Pike River Recovery Agency.",99,"Minister Responsible for Pike River Re-entry"
"Te Kāhui Whakamana Rua Tekau mā Iwa - Pike River Recovery Agency","Pike River Re-entry (old)",12163,12163,"Pike River Recovery","Pike River Recovery","Single","Departmental Output Expenses",NA,"Core Government Services",17681,2020,"Actuals","M","This appropriation is limited to the establishment and operations of the Pike River Recovery Agency.",99,"Minister Responsible for Pike River Re-entry"
"Te Kāhui Whakamana Rua Tekau mā Iwa - Pike River Recovery Agency","Pike River Re-entry (old)",12163,12163,"Pike River Recovery","Pike River Recovery","Single","Departmental Output Expenses",NA,"Core Government Services",10562,2021,"Actuals","M","This appropriation is limited to the establishment and operations of the Pike River Recovery Agency.",99,"Minister Responsible for Pike River Re-entry"
"Te Kāhui Whakamana Rua Tekau mā Iwa - Pike River Recovery Agency","Pike River Re-entry (old)",12163,12163,"Pike River Recovery","Pike River Recovery","Single","Departmental Output Expenses",NA,"Core Government Services",3259,2022,"Actuals","M","This appropriation is limited to the establishment and operations of the Pike River Recovery Agency.",99,"Minister Responsible for Pike River Re-entry"
"Te Kāhui Whakamana Rua Tekau mā Iwa - Pike River Recovery Agency","Pike River Re-entry (old)",12162,12162,"Independent Advice on Pike River Recovery","Independent Advice on Pike River Recovery","Single","Non-Departmental Output Expenses",NA,"Core Government Services",32,2019,"Actuals","M","This appropriation is limited to independent advice, and related costs, to support decision-making by the Minister Responsible for Pike River Re-entry.",99,"Minister Responsible for Pike River Re-entry"
"Te Kāhui Whakamana Rua Tekau mā Iwa - Pike River Recovery Agency","Pike River Re-entry (old)",12162,12162,"Independent Advice on Pike River Recovery","Independent Advice on Pike River Recovery","Single","Non-Departmental Output Expenses",NA,"Core Government Services",12,2021,"Actuals","M","This appropriation is limited to independent advice, and related costs, to support decision-making by the Minister Responsible for Pike River Re-entry.",99,"Minister Responsible for Pike River Re-entry"
"Te Kāhui Whakamana Rua Tekau mā Iwa - Pike River Recovery Agency","Pike River Re-entry (old)",12152,12152,"Te Kahui Whakamana Rua Tekau ma Iwa - Pike River Recovery Agency - Capital Expenditure","Te Kahui Whakamana Rua Tekau ma Iwa - Pike River Recovery Agency - Capital Expenditure","Single","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",561,2019,"Actuals","A","This appropriation is limited to the purchase or development of assets by and for the use of Te Kahui Whakamana Rua Tekau ma Iwa - Pike River Recovery Agency, as authorised by section 24(1) of the Public Finance Act 1989.",99,"Minister Responsible for Pike River Re-entry"
"Ministry of Housing and Urban Development","Housing and Urban Development",12398,12398,"KiwiBuild Unit","KiwiBuild Unit","Single","Departmental Output Expenses",NA,"Housing and Community",13313,2019,"Actuals","A","This appropriation is limited to the activities associated with the facilitation and implementation of the KiwiBuild Programme.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12420,12420,"Administering the Legacy Social Housing Fund","Administering the Legacy Social Housing Fund","Single","Departmental Output Expenses",NA,"Housing and Community",31,2019,"Actuals","A","This appropriation is limited to the administration costs of the Legacy Social Housing Fund.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12401,12401,"Management of Housing Places, Providers and Services","Management of Housing Places, Providers and Services","Single","Departmental Output Expenses",NA,"Housing and Community",12498,2019,"Actuals","A","This appropriation is limited to negotiating and managing contracts with housing and housing support service providers, and administering payments for housing places and support services.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12391,12391,"Community Housing Regulatory Authority","Community Housing Regulatory Authority","Single","Departmental Output Expenses",NA,"Housing and Community",1071,2019,"Actuals","A","This appropriation is limited to the administration of the Community Housing Regulatory Authority.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12393,12393,"Facilitating the Redevelopment of Surplus Crown Land","Facilitating the Redevelopment of Surplus Crown Land","Single","Departmental Output Expenses",NA,"Housing and Community",2443,2019,"Actuals","A","This appropriation is limited to the activities associated with the facilitation of Crown land redevelopment.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12398,12398,"KiwiBuild Unit","KiwiBuild Unit","Single","Departmental Output Expenses",NA,"Housing and Community",6111,2020,"Actuals","A","This appropriation is limited to the activities associated with the facilitation and implementation of the KiwiBuild Programme.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12391,12391,"Community Housing Regulatory Authority","Community Housing Regulatory Authority","Single","Departmental Output Expenses",NA,"Housing and Community",1477,2020,"Actuals","A","This appropriation is limited to the administration of the Community Housing Regulatory Authority.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12393,12393,"Facilitating the Redevelopment of Surplus Crown Land","Facilitating the Redevelopment of Surplus Crown Land","Single","Departmental Output Expenses",NA,"Housing and Community",2499,2020,"Actuals","A","This appropriation is limited to the activities associated with the facilitation of Crown land redevelopment.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12401,12401,"Management of Housing Places, Providers and Services","Management of Housing Places, Providers and Services","Single","Departmental Output Expenses",NA,"Housing and Community",19383,2020,"Actuals","A","This appropriation is limited to negotiating and managing contracts with housing and housing support service providers, and administering payments for housing places and support services.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12420,12420,"Administering the Legacy Social Housing Fund","Administering the Legacy Social Housing Fund","Single","Departmental Output Expenses",NA,"Housing and Community",109,2020,"Actuals","A","This appropriation is limited to the administration costs of the Legacy Social Housing Fund.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12581,12581,"Establishment of Kainga-Ora - Homes and Communities","Establishment of Kainga-Ora - Homes and Communities","Single","Departmental Output Expenses",NA,"Housing and Community",2831,2020,"Actuals","A","This appropriation is limited to the establishment of the new housing and urban development authority: Kainga-Ora - Homes and Communities.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12395,12395,"KiwiBuild Housing","KiwiBuild Housing","Single","Non-Departmental Output Expenses",NA,"Housing and Community",96920,2019,"Actuals","M","This appropriation is limited to the acquisition, construction and provision of KiwiBuild dwellings.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12397,12397,"KiwiBuild Operations","KiwiBuild Operations","Single","Non-Departmental Output Expenses",NA,"Housing and Community",2736,2019,"Actuals","A","This appropriation is limited to the operating expenses incurred in relation to the facilitation, acquisition and development of KiwiBuild dwellings.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12379,12379,"Kainga Ora Support Services","Kainga Ora Support Services","Single","Non-Departmental Output Expenses",NA,"Housing and Community",6405,2019,"Actuals","A","This appropriation is limited to housing related services from Kainga Ora, including home ownership initiatives and Healthy Housing.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12395,12395,"KiwiBuild Housing","KiwiBuild Housing","Single","Non-Departmental Output Expenses",NA,"Housing and Community",220807,2020,"Actuals","M","This appropriation is limited to the acquisition, construction and provision of KiwiBuild dwellings.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12397,12397,"KiwiBuild Operations","KiwiBuild Operations","Single","Non-Departmental Output Expenses",NA,"Housing and Community",1871,2020,"Actuals","A","This appropriation is limited to the operating expenses incurred in relation to the facilitation, acquisition and development of KiwiBuild dwellings.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12400,12400,"Management of Crown Properties held under the Housing Act 1955","Management of Crown Properties held under the Housing Act 1955","Single","Non-Departmental Output Expenses",NA,"Housing and Community",8,2020,"Actuals","A","This appropriation is limited to the administration and management of Crown-owned properties held under the Housing Act 1955.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12379,12379,"Kainga Ora Support Services","Kainga Ora Support Services","Single","Non-Departmental Output Expenses",NA,"Housing and Community",2798,2020,"Actuals","A","This appropriation is limited to housing related services from Kainga Ora, including home ownership initiatives and Healthy Housing.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12584,12584,"Kāinga Ora - Homes and Communities","Kāinga Ora - Homes and Communities","Single","Non-Departmental Output Expenses",NA,"Housing and Community",15342,2020,"Actuals","A","This appropriation is limited to the delivery of services by Kainga Ora - Homes and Communities that contribute to housing and urban development activity.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12610,12610,"He Taupua - Increasing Māori Housing Provider Capability","He Taupua - Increasing Māori Housing Provider Capability","Single","Non-Departmental Output Expenses",NA,"Housing and Community",490,2020,"Actuals","A","This appropriation is limited to increasing the capability of Maori Housing Providers to contribute to homelessness prevention.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12611,12611,"He Kūkū ki te Kāinga – Increasing Māori Housing Supply","He Kūkū ki te Kāinga – Increasing Māori Housing Supply","Single","Non-Departmental Output Expenses",NA,"Housing and Community",681,2020,"Actuals","A","This appropriation is limited to increasing the Housing Supply provided by Maori service providers.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12860,12860,"COVID-19 Housing Providers Operational Cost","COVID-19 Housing Providers Operational Cost","Single","Non-Departmental Output Expenses",NA,"Housing and Community",1189,2020,"Actuals","M","This appropriation is limited to payments to Housing Providers for additional operational costs incurred associated with responding to COVID-19.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12395,12395,"KiwiBuild Housing","KiwiBuild Housing","Single","Non-Departmental Output Expenses",NA,"Housing and Community",238316,2021,"Actuals","M","This appropriation is limited to the acquisition, construction and provision of KiwiBuild dwellings.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12397,12397,"KiwiBuild Operations","KiwiBuild Operations","Single","Non-Departmental Output Expenses",NA,"Housing and Community",5679,2021,"Actuals","A","This appropriation is limited to the operating expenses incurred in relation to the facilitation, acquisition and development of KiwiBuild dwellings.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12400,12400,"Management of Crown Properties held under the Housing Act 1955","Management of Crown Properties held under the Housing Act 1955","Single","Non-Departmental Output Expenses",NA,"Housing and Community",8,2021,"Actuals","A","This appropriation is limited to the administration and management of Crown-owned properties held under the Housing Act 1955.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12584,12584,"Kāinga Ora - Homes and Communities","Kāinga Ora - Homes and Communities","Single","Non-Departmental Output Expenses",NA,"Housing and Community",26749,2021,"Actuals","A","This appropriation is limited to the delivery of services by Kainga Ora - Homes and Communities that contribute to housing and urban development activity.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12610,12610,"He Taupua - Increasing Māori Housing Provider Capability","He Taupua - Increasing Māori Housing Provider Capability","Single","Non-Departmental Output Expenses",NA,"Housing and Community",3079,2021,"Actuals","A","This appropriation is limited to increasing the capability of Maori Housing Providers to contribute to homelessness prevention.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12611,12611,"He Kūkū ki te Kāinga – Increasing Māori Housing Supply","He Kūkū ki te Kāinga – Increasing Māori Housing Supply","Single","Non-Departmental Output Expenses",NA,"Housing and Community",13984,2021,"Actuals","A","This appropriation is limited to increasing the Housing Supply provided by Maori service providers.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12612,12612,"Local Innovations and Partnerships","Local Innovations and Partnerships","Single","Non-Departmental Output Expenses",NA,"Housing and Community",1327,2021,"Actuals","A","This appropriation is limited to the delivery and evaluation of locally-driven initiatives to respond to and prevent homelessness.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12618,12618,"Support Services to increase home ownership","Support Services to increase home ownership","Single","Non-Departmental Output Expenses",NA,"Housing and Community",342,2021,"Actuals","A","This appropriation is limited to the delivery of support services for applicants to progressive home ownership schemes.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12860,12860,"COVID-19 Housing Providers Operational Cost","COVID-19 Housing Providers Operational Cost","Single","Non-Departmental Output Expenses",NA,"Housing and Community",8649,2021,"Actuals","M","This appropriation is limited to payments to Housing Providers for additional operational costs incurred associated with responding to COVID-19.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12938,12938,"Infrastructure Investment to Progress Urban Development","Infrastructure Investment to Progress Urban Development","Single","Non-Departmental Output Expenses",NA,"Housing and Community",45750,2021,"Actuals","M","This appropriation is limited to investment into housing and infrastructure projects to enable urban development, regeneration and housing outcomes.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12977,12977,"He Taupae - Building Māori housing capability across the Māori housing continuum","He Taupae - Building Māori housing capability across the Māori housing continuum","Single","Non-Departmental Output Expenses",NA,"Housing and Community",971,2021,"Actuals","A","This appropriation is limited to increasing Maori housing capability across the Maori housing continuum.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12395,12395,"KiwiBuild Housing","KiwiBuild Housing","Single","Non-Departmental Output Expenses",NA,"Housing and Community",154285,2022,"Actuals","M","This appropriation is limited to the acquisition, construction and provision of KiwiBuild dwellings.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12397,12397,"KiwiBuild Operations","KiwiBuild Operations","Single","Non-Departmental Output Expenses",NA,"Housing and Community",1850,2022,"Actuals","A","This appropriation is limited to the operating expenses incurred in relation to the facilitation, acquisition and development of KiwiBuild dwellings.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12584,12584,"Kāinga Ora - Homes and Communities","Kāinga Ora - Homes and Communities","Single","Non-Departmental Output Expenses",NA,"Housing and Community",55785,2022,"Actuals","A","This appropriation is limited to the delivery of services by Kainga Ora - Homes and Communities that contribute to housing and urban development activity.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12610,12610,"He Taupua - Increasing Māori Housing Provider Capability","He Taupua - Increasing Māori Housing Provider Capability","Single","Non-Departmental Output Expenses",NA,"Housing and Community",2355,2022,"Actuals","A","This appropriation is limited to increasing the capability of Maori Housing Providers to contribute to homelessness prevention.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12611,12611,"He Kūkū ki te Kāinga – Increasing Māori Housing Supply","He Kūkū ki te Kāinga – Increasing Māori Housing Supply","Single","Non-Departmental Output Expenses",NA,"Housing and Community",40859,2022,"Actuals","A","This appropriation is limited to increasing the Housing Supply provided by Maori service providers.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12612,12612,"Local Innovations and Partnerships","Local Innovations and Partnerships","Single","Non-Departmental Output Expenses",NA,"Housing and Community",1925,2022,"Actuals","A","This appropriation is limited to the delivery and evaluation of locally-driven initiatives to respond to and prevent homelessness.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12618,12618,"Support Services to increase home ownership","Support Services to increase home ownership","Single","Non-Departmental Output Expenses",NA,"Housing and Community",147,2022,"Actuals","A","This appropriation is limited to the delivery of support services for applicants to progressive home ownership schemes.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12938,12938,"Infrastructure Investment to Progress Urban Development","Infrastructure Investment to Progress Urban Development","Single","Non-Departmental Output Expenses",NA,"Housing and Community",34840,2022,"Actuals","M","This appropriation is limited to investment into housing and infrastructure projects to enable urban development, regeneration and housing outcomes.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12977,12977,"He Taupae - Building Māori housing capability across the Māori housing continuum","He Taupae - Building Māori housing capability across the Māori housing continuum","Single","Non-Departmental Output Expenses",NA,"Housing and Community",1008,2022,"Actuals","A","This appropriation is limited to increasing Maori housing capability across the Maori housing continuum.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13155,13155,"Contracted emergency housing accommodation and services","Contracted emergency housing accommodation and services","Single","Non-Departmental Output Expenses",NA,"Housing and Community",28409,2022,"Actuals","A","This appropriation is limited to contracting with service providers for emergency housing accommodation (including ancillary services such as onsite management) and to supporting clients in contracted emergency housing to move into sustainable housing.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12400,12400,"Management of Crown Properties held under the Housing Act 1955","Management of Crown Properties held under the Housing Act 1955","Single","Non-Departmental Output Expenses",NA,"Housing and Community",8,2023,"Estimated Actual","A","This appropriation is limited to the administration and management of Crown-owned properties held under the Housing Act 1955.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12584,12584,"Kāinga Ora - Homes and Communities","Kāinga Ora - Homes and Communities","Single","Non-Departmental Output Expenses",NA,"Housing and Community",67019,2023,"Estimated Actual","A","This appropriation is limited to the delivery of services by Kainga Ora - Homes and Communities that contribute to housing and urban development activity.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12612,12612,"Local Innovations and Partnerships","Local Innovations and Partnerships","Single","Non-Departmental Output Expenses",NA,"Housing and Community",4848,2023,"Estimated Actual","A","This appropriation is limited to the delivery and evaluation of locally-driven initiatives to respond to and prevent homelessness.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12618,12618,"Support Services to increase home ownership","Support Services to increase home ownership","Single","Non-Departmental Output Expenses",NA,"Housing and Community",522,2023,"Estimated Actual","A","This appropriation is limited to the delivery of support services for applicants to progressive home ownership schemes.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",12938,12938,"Infrastructure Investment to Progress Urban Development","Infrastructure Investment to Progress Urban Development","Single","Non-Departmental Output Expenses",NA,"Housing and Community",56396,2023,"Estimated Actual","M","This appropriation is limited to investment into housing and infrastructure projects to enable urban development, regeneration and housing outcomes.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13155,13155,"Contracted emergency housing accommodation and services","Contracted emergency housing accommodation and services","Single","Non-Departmental Output Expenses",NA,"Housing and Community",32540,2023,"Estimated Actual","A","This appropriation is limited to contracting with service providers for emergency housing accommodation (including ancillary services such as onsite management) and to supporting clients in contracted emergency housing to move into sustainable housing.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13227,13227,"Land for Housing Programme","Land for Housing Programme","Single","Non-Departmental Output Expenses",NA,"Housing and Community",105999,2023,"Estimated Actual","M","This appropriation is limited to the acquisition and provision of land for the Land for Housing programme.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13228,13228,"Operating the Land for Housing Programme","Operating the Land for Housing Programme","Single","Non-Departmental Output Expenses",NA,"Housing and Community",6778,2023,"Estimated Actual","M","This appropriation is limited to the holding costs incurred for land acquired and developed under the Land for Housing Programme.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13245,13245,"Operating the Buying off the Plans Programme","Operating the Buying off the Plans Programme","Single","Non-Departmental Output Expenses",NA,"Housing and Community",100,2023,"Estimated Actual","M","This appropriation is limited to the operating expenses incurred in relation to the facilitation and acquisition of the Buying off the Plans programme.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13258,13258,"He Kūkū ki te Kāinga – Increasing Māori Housing Supply","He Kūkū ki te Kāinga – Increasing Māori Housing Supply","Single","Non-Departmental Output Expenses",NA,"Housing and Community",67841,2023,"Estimated Actual","M","This appropriation is limited to increasing the housing supply provided by Maori service providers.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13262,13262,"Progressing the Pipeline of Māori Housing 2022 - 2025","Progressing the Pipeline of Māori Housing 2022 - 2025","Single","Non-Departmental Output Expenses",NA,"Housing and Community",4209,2023,"Estimated Actual","M","This appropriation is limited to interventions that develop Maori housing capability across the Maori housing continuum, and reduce technical and cost barriers to increasing the supply of Maori housing.",37,"Minister of Housing"
"Ministry of Housing and Urban Development","Housing and Urban Development",13460,13460,"Affordable Housing Fund","Affordable Housing Fund","Single","Non-Departmental Output Expenses",NA,"Housing and Community",32,2023,"Estimated Actual","M","This appropriation is limited to expenses incurred in increasing the provision of affordable housing, through supporting the development of new-build affordable housing for rent or home ownership.",37,"Minister of Housing"
