"Department","Vote","App ID","Parent ID","Appropriation Name","Category Name","Group Type","IsMCA","Appropriation Type","Restriction Type","Functional Classification","Amount ($000)","Year","Amount Type","Periodicity","Current Scope"
"Te Puni Kokiri","Maori Affairs",9748,9748,"Whanau Ora Administration","Whanau Ora Administration","Single","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10942,2013,"Actuals","A","This appropriation is limited to activities associated with implementing, developing and evaluating the whanau ora service delivery approach."
"Te Puni Kokiri","Maori Affairs",9748,9748,"Whanau Ora Administration","Whanau Ora Administration","Single","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",11406,2014,"Estimated Actual","A","This appropriation is limited to activities associated with implementing, developing and evaluating the whanau ora service delivery approach."
"Te Puni Kokiri","Maori Affairs",9748,9748,"Whanau Ora Administration","Whanau Ora Administration","Single","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5585,2015,"Main Estimates","A","This appropriation is limited to activities associated with implementing, developing and evaluating the whanau ora service delivery approach."
"Te Puni Kokiri","Maori Affairs",10396,10395,"Policy Advice and Related Outputs","Policy – Crown Maori Relationships","MCOA","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",8590,2013,"Actuals","A","This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to Crown Maori Relationships."
"Te Puni Kokiri","Maori Affairs",10397,10395,"Policy Advice and Related Outputs","Policy – Maori Development","MCOA","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",12089,2013,"Actuals","A","This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to Maori Development."
"Te Puni Kokiri","Maori Affairs",10398,10395,"Policy Advice and Related Outputs","Ministerial Servicing","MCOA","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1545,2013,"Actuals","A","This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision- making responsibilities)."
"Te Puni Kokiri","Maori Affairs",10396,10395,"Policy Advice and Related Outputs","Policy – Crown Maori Relationships","MCOA","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",8595,2014,"Estimated Actual","A","This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to Crown Maori Relationships."
"Te Puni Kokiri","Maori Affairs",10398,10395,"Policy Advice and Related Outputs","Ministerial Servicing","MCOA","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1422,2014,"Estimated Actual","A","This output class is limited to the provision of services to Ministers to enable them to discharge their portfolio (other than policy decision- making responsibilities)."
"Te Puni Kokiri","Maori Affairs",10397,10395,"Policy Advice and Related Outputs","Policy – Maori Development","MCOA","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",13291,2014,"Estimated Actual","A","This output class is limited to the provision of advice (including second opinion advice and contributions to policy advice led by other agencies) to support decision-making by Ministers on government policy matters relating to Maori Development."
"Te Puni Kokiri","Maori Affairs",10989,10989,"Whanau Ora Commissioning Administration","Whanau Ora Commissioning Administration","Single","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",750,2014,"Estimated Actual","A","This appropriation is limited to activities associated with implementing, developing, administering and evaluating the Whanau Ora commissioning approach."
"Te Puni Kokiri","Maori Affairs",10989,10989,"Whanau Ora Commissioning Administration","Whanau Ora Commissioning Administration","Single","No","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",2000,2015,"Main Estimates","A","This appropriation is limited to activities associated with implementing, developing, administering and evaluating the Whanau Ora commissioning approach."
"Te Puni Kokiri","Maori Affairs",622,622,"Promotion of the Maori Language","Promotion of the Maori Language","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3204,2010,"Actuals","A","Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand."
"Te Puni Kokiri","Maori Affairs",622,622,"Promotion of the Maori Language","Promotion of the Maori Language","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3204,2011,"Actuals","A","Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand."
"Te Puni Kokiri","Maori Affairs",622,622,"Promotion of the Maori Language","Promotion of the Maori Language","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5204,2012,"Actuals","A","Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand."
"Te Puni Kokiri","Maori Affairs",622,622,"Promotion of the Maori Language","Promotion of the Maori Language","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5204,2013,"Actuals","A","Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand."
"Te Puni Kokiri","Maori Affairs",622,622,"Promotion of the Maori Language","Promotion of the Maori Language","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",8850,2014,"Estimated Actual","A","Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand."
"Te Puni Kokiri","Maori Affairs",622,622,"Promotion of the Maori Language","Promotion of the Maori Language","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",9501,2015,"Main Estimates","A","Purchase of initiatives to revitalise and develop the Maori language in New Zealand. This includes outputs from Te Taura Whiri I Te Reo Maori (Maori Language Commission) and involves the promotion of the Maori language in New Zealand."
"Te Puni Kokiri","Maori Affairs",5483,5483,"Iwi Housing Support","Iwi Housing Support","Single","No","Non-Departmental Output Expenses",NA,"Housing and Community",449,2010,"Actuals","A","Provision of capacity building support for Special Housing Action Zones."
"Te Puni Kokiri","Maori Affairs",5483,5483,"Iwi Housing Support","Iwi Housing Support","Single","No","Non-Departmental Output Expenses",NA,"Housing and Community",586,2011,"Actuals","A","Provision of capacity building support for Special Housing Action Zones."
"Te Puni Kokiri","Maori Affairs",5483,5483,"Iwi Housing Support","Iwi Housing Support","Single","No","Non-Departmental Output Expenses",NA,"Housing and Community",438,2012,"Actuals","A","Provision of capacity building support for Special Housing Action Zones."
"Te Puni Kokiri","Maori Affairs",5483,5483,"Iwi Housing Support","Iwi Housing Support","Single","No","Non-Departmental Output Expenses",NA,"Housing and Community",453,2013,"Actuals","A","Provision of capacity building support for Special Housing Action Zones."
"Te Puni Kokiri","Maori Affairs",5483,5483,"Iwi Housing Support","Iwi Housing Support","Single","No","Non-Departmental Output Expenses",NA,"Housing and Community",456,2014,"Estimated Actual","A","Provision of capacity building support for Special Housing Action Zones."
"Te Puni Kokiri","Maori Affairs",5483,5483,"Iwi Housing Support","Iwi Housing Support","Single","No","Non-Departmental Output Expenses",NA,"Housing and Community",456,2015,"Main Estimates","A","Provision of capacity building support for Special Housing Action Zones."
"Te Puni Kokiri","Maori Affairs",7415,7415,"Administration of Maori Broadcasting","Administration of Maori Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",2128,2010,"Actuals","A","Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy."
"Te Puni Kokiri","Maori Affairs",7415,7415,"Administration of Maori Broadcasting","Administration of Maori Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1808,2011,"Actuals","A","Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy."
"Te Puni Kokiri","Maori Affairs",7415,7415,"Administration of Maori Broadcasting","Administration of Maori Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1808,2012,"Actuals","A","Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy."
"Te Puni Kokiri","Maori Affairs",7415,7415,"Administration of Maori Broadcasting","Administration of Maori Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1808,2013,"Actuals","A","Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy."
"Te Puni Kokiri","Maori Affairs",7415,7415,"Administration of Maori Broadcasting","Administration of Maori Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",1808,2014,"Estimated Actual","A","Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy."
"Te Puni Kokiri","Maori Affairs",7415,7415,"Administration of Maori Broadcasting","Administration of Maori Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",2183,2015,"Main Estimates","A","Purchase of administration services from Te Mangai Paho to meet its statutory functions and deliver on the Government's Maori broadcasting policy."
"Te Puni Kokiri","Maori Affairs",7601,7601,"Maori Television Channel","Maori Television Channel","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",16574,2010,"Actuals","A","Administration costs of the Maori Television channel."
"Te Puni Kokiri","Maori Affairs",7601,7601,"Maori Television Channel","Maori Television Channel","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",16611,2011,"Actuals","A","Administration costs of the Maori Television channel."
"Te Puni Kokiri","Maori Affairs",7601,7601,"Maori Television Channel","Maori Television Channel","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",16611,2012,"Actuals","A","Administration costs of the Maori Television channel."
"Te Puni Kokiri","Maori Affairs",7601,7601,"Maori Television Channel","Maori Television Channel","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",16611,2013,"Actuals","A","Administration costs of the Maori Television channel."
"Te Puni Kokiri","Maori Affairs",7601,7601,"Maori Television Channel","Maori Television Channel","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",16611,2014,"Estimated Actual","A","Administration costs of the Maori Television channel."
"Te Puni Kokiri","Maori Affairs",7601,7601,"Maori Television Channel","Maori Television Channel","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",16611,2015,"Main Estimates","A","Administration costs of the Maori Television channel."
"Te Puni Kokiri","Maori Affairs",7684,7684,"Maori Television Broadcasting","Maori Television Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",40332,2010,"Actuals","A","Promotion of Maori language and Maori culture through television broadcasting."
"Te Puni Kokiri","Maori Affairs",7684,7684,"Maori Television Broadcasting","Maori Television Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",40332,2011,"Actuals","A","Promotion of Maori language and Maori culture through television broadcasting."
"Te Puni Kokiri","Maori Affairs",7684,7684,"Maori Television Broadcasting","Maori Television Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",40332,2012,"Actuals","A","Promotion of Maori language and Maori culture through television broadcasting."
"Te Puni Kokiri","Maori Affairs",7684,7684,"Maori Television Broadcasting","Maori Television Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",40332,2013,"Actuals","A","Promotion of Maori language and Maori culture through television broadcasting."
"Te Puni Kokiri","Maori Affairs",7684,7684,"Maori Television Broadcasting","Maori Television Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",40332,2014,"Estimated Actual","A","Promotion of Maori language and Maori culture through television broadcasting."
"Te Puni Kokiri","Maori Affairs",7684,7684,"Maori Television Broadcasting","Maori Television Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",40332,2015,"Main Estimates","A","Promotion of Maori language and Maori culture through television broadcasting."
"Te Puni Kokiri","Maori Affairs",7685,7685,"Maori Radio Broadcasting","Maori Radio Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",11344,2010,"Actuals","A","Promotion of Maori language and Maori culture through radio broadcasting."
"Te Puni Kokiri","Maori Affairs",7685,7685,"Maori Radio Broadcasting","Maori Radio Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",11344,2011,"Actuals","A","Promotion of Maori language and Maori culture through radio broadcasting."
"Te Puni Kokiri","Maori Affairs",7685,7685,"Maori Radio Broadcasting","Maori Radio Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",11344,2012,"Actuals","A","Promotion of Maori language and Maori culture through radio broadcasting."
"Te Puni Kokiri","Maori Affairs",7685,7685,"Maori Radio Broadcasting","Maori Radio Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10744,2013,"Actuals","A","Promotion of Maori language and Maori culture through radio broadcasting."
"Te Puni Kokiri","Maori Affairs",7685,7685,"Maori Radio Broadcasting","Maori Radio Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10744,2014,"Estimated Actual","A","Promotion of Maori language and Maori culture through radio broadcasting."
"Te Puni Kokiri","Maori Affairs",7685,7685,"Maori Radio Broadcasting","Maori Radio Broadcasting","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",13744,2015,"Main Estimates","A","Promotion of Maori language and Maori culture through radio broadcasting."
"Te Puni Kokiri","Maori Affairs",8973,8973,"Matauranga (Knowledge)","Matauranga (Knowledge)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",6502,2010,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8973,8973,"Matauranga (Knowledge)","Matauranga (Knowledge)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",8284,2011,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8973,8973,"Matauranga (Knowledge)","Matauranga (Knowledge)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5543,2012,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8973,8973,"Matauranga (Knowledge)","Matauranga (Knowledge)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5378,2013,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8973,8973,"Matauranga (Knowledge)","Matauranga (Knowledge)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5668,2014,"Estimated Actual","A","Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8973,8973,"Matauranga (Knowledge)","Matauranga (Knowledge)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5668,2015,"Main Estimates","A","Purchasing partnered interventions, tools and investigative studies to support Maori in the acquisition, creation, maintenance and transferral of traditional and contemporary knowledge required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8974,8974,"Whakamana (Leadership)","Whakamana (Leadership)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",6899,2010,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8974,8974,"Whakamana (Leadership)","Whakamana (Leadership)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",6779,2011,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8974,8974,"Whakamana (Leadership)","Whakamana (Leadership)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",7157,2012,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8974,8974,"Whakamana (Leadership)","Whakamana (Leadership)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",2484,2013,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8974,8974,"Whakamana (Leadership)","Whakamana (Leadership)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",7894,2014,"Estimated Actual","A","Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8974,8974,"Whakamana (Leadership)","Whakamana (Leadership)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",4894,2015,"Main Estimates","A","Purchasing partnered interventions, tools and investigative studies to strengthen Maori leadership, governance and management to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8975,8975,"Rawa (Resources)","Rawa (Resources)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5443,2010,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8975,8975,"Rawa (Resources)","Rawa (Resources)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5986,2011,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8975,8975,"Rawa (Resources)","Rawa (Resources)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",6918,2012,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8975,8975,"Rawa (Resources)","Rawa (Resources)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",5371,2013,"Actuals","A","Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8975,8975,"Rawa (Resources)","Rawa (Resources)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3648,2014,"Estimated Actual","A","Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",8975,8975,"Rawa (Resources)","Rawa (Resources)","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3648,2015,"Main Estimates","A","Purchasing partnered interventions, tools and investigative studies to support Maori access to, utilisation, development and retention of resources required to accelerate Maori development."
"Te Puni Kokiri","Maori Affairs",9555,9555,"Maori Trustee Functions","Maori Trustee Functions","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10649,2010,"Actuals","A","This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee."
"Te Puni Kokiri","Maori Affairs",9555,9555,"Maori Trustee Functions","Maori Trustee Functions","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10421,2011,"Actuals","A","This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee."
"Te Puni Kokiri","Maori Affairs",9555,9555,"Maori Trustee Functions","Maori Trustee Functions","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10347,2012,"Actuals","A","This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee."
"Te Puni Kokiri","Maori Affairs",9555,9555,"Maori Trustee Functions","Maori Trustee Functions","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10347,2013,"Actuals","A","This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee."
"Te Puni Kokiri","Maori Affairs",9555,9555,"Maori Trustee Functions","Maori Trustee Functions","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10347,2014,"Estimated Actual","A","This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee."
"Te Puni Kokiri","Maori Affairs",9555,9555,"Maori Trustee Functions","Maori Trustee Functions","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",10347,2015,"Main Estimates","A","This appropriation is limited to the purchase of trustee and land management functions from the Maori Trustee."
"Te Puni Kokiri","Maori Affairs",9743,9742,"Whanau Ora-based Service Development","Service Delivery Capability","MCOA","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",7137,2011,"Actuals","A","This output class is limited to support for providers to develop whanau ora service delivery capability."
"Te Puni Kokiri","Maori Affairs",9744,9742,"Whanau Ora-based Service Development","Whanau Integration, Innovation and Engagement","MCOA","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",4916,2011,"Actuals","A","This output class is limited to support for providers to develop whanau integration, innovation and engagement."
"Te Puni Kokiri","Maori Affairs",9743,9742,"Whanau Ora-based Service Development","Service Delivery Capability","MCOA","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",13516,2012,"Actuals","A","This output class is limited to support for providers to develop whanau ora service delivery capability."
"Te Puni Kokiri","Maori Affairs",9744,9742,"Whanau Ora-based Service Development","Whanau Integration, Innovation and Engagement","MCOA","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",7671,2012,"Actuals","A","This output class is limited to support for providers to develop whanau integration, innovation and engagement."
"Te Puni Kokiri","Maori Affairs",9744,9742,"Whanau Ora-based Service Development","Whanau Integration, Innovation and Engagement","MCOA","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3919,2013,"Actuals","A","This output class is limited to support for providers to develop whanau integration, innovation and engagement."
"Te Puni Kokiri","Maori Affairs",9743,9742,"Whanau Ora-based Service Development","Service Delivery Capability","MCOA","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",24618,2013,"Actuals","A","This output class is limited to support for providers to develop whanau ora service delivery capability."
"Te Puni Kokiri","Maori Affairs",9744,9742,"Whanau Ora-based Service Development","Whanau Integration, Innovation and Engagement","MCOA","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",4400,2014,"Estimated Actual","A","This output class is limited to support for providers to develop whanau integration, innovation and engagement."
"Te Puni Kokiri","Maori Affairs",9743,9742,"Whanau Ora-based Service Development","Service Delivery Capability","MCOA","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",22663,2014,"Estimated Actual","A","This output class is limited to support for providers to develop whanau ora service delivery capability."
"Te Puni Kokiri","Maori Affairs",9745,9745,"Growing Maori Productivity and Export Growth","Growing Maori Productivity and Export Growth","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",1000,2011,"Actuals","A","This appropriation is limited to payments to providers to improve skills, training and governance across the productive sectors targeted at, and appropriate to, Maori asset holders and businesses."
"Te Puni Kokiri","Maori Affairs",9745,9745,"Growing Maori Productivity and Export Growth","Growing Maori Productivity and Export Growth","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",1000,2012,"Actuals","A","This appropriation is limited to payments to providers to improve skills, training and governance across the productive sectors targeted at, and appropriate to, Maori asset holders and businesses."
"Te Puni Kokiri","Maori Affairs",9745,9745,"Growing Maori Productivity and Export Growth","Growing Maori Productivity and Export Growth","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",968,2013,"Actuals","A","This appropriation is limited to payments to providers to improve skills, training and governance across the productive sectors targeted at, and appropriate to, Maori asset holders and businesses."
"Te Puni Kokiri","Maori Affairs",9747,9747,"Strengthening and Promoting Maori Tourism","Strengthening and Promoting Maori Tourism","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",368,2011,"Actuals","A","This appropriation is limited to payments to providers to strengthen the strategic leadership of the Maori Tourism sector, facilitate improvements in the capability and capacity of Maori tourism product, and promote Maori tourism."
"Te Puni Kokiri","Maori Affairs",9747,9747,"Strengthening and Promoting Maori Tourism","Strengthening and Promoting Maori Tourism","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",1952,2012,"Actuals","A","This appropriation is limited to payments to providers to strengthen the strategic leadership of the Maori Tourism sector, facilitate improvements in the capability and capacity of Maori tourism product, and promote Maori tourism."
"Te Puni Kokiri","Maori Affairs",9747,9747,"Strengthening and Promoting Maori Tourism","Strengthening and Promoting Maori Tourism","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",1660,2013,"Actuals","A","This appropriation is limited to payments to providers to strengthen the strategic leadership of the Maori Tourism sector, facilitate improvements in the capability and capacity of Maori tourism product, and promote Maori tourism."
"Te Puni Kokiri","Maori Affairs",9747,9747,"Strengthening and Promoting Maori Tourism","Strengthening and Promoting Maori Tourism","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",1160,2014,"Estimated Actual","A","This appropriation is limited to payments to providers to strengthen the strategic leadership of the Maori Tourism sector, facilitate improvements in the capability and capacity of Maori tourism product, and promote Maori tourism."
"Te Puni Kokiri","Maori Affairs",9747,9747,"Strengthening and Promoting Maori Tourism","Strengthening and Promoting Maori Tourism","Single","No","Non-Departmental Output Expenses",NA,"Other Economic",1660,2015,"Main Estimates","A","This appropriation is limited to payments to providers to strengthen the strategic leadership of the Maori Tourism sector, facilitate improvements in the capability and capacity of Maori tourism product, and promote Maori tourism."
"Te Puni Kokiri","Maori Affairs",10987,10987,"Commissioning Whanau Ora Outcomes","Commissioning Whanau Ora Outcomes","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3256,2014,"Estimated Actual","A","This appropriation is limited to purchasing the achievement of Whanau Ora outcomes from non-government commissioning agencies."
"Te Puni Kokiri","Maori Affairs",10987,10987,"Commissioning Whanau Ora Outcomes","Commissioning Whanau Ora Outcomes","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",30484,2015,"Main Estimates","A","This appropriation is limited to purchasing the achievement of Whanau Ora outcomes from non-government commissioning agencies."
"Te Puni Kokiri","Maori Affairs",10988,10988,"Establishment of a Whanau Ora Commissioning Approach","Establishment of a Whanau Ora Commissioning Approach","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",3326,2014,"Estimated Actual","A","This appropriation is limited to providing support to Whanau Ora commissioning agencies to meet one-off establishment costs."
"Te Puni Kokiri","Maori Affairs",10988,10988,"Establishment of a Whanau Ora Commissioning Approach","Establishment of a Whanau Ora Commissioning Approach","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",2000,2015,"Main Estimates","A","This appropriation is limited to providing support to Whanau Ora commissioning agencies to meet one-off establishment costs."
"Te Puni Kokiri","Maori Affairs",11381,11381,"Whanau Ora - Service Delivery Capability","Whanau Ora - Service Delivery Capability","Single","No","Non-Departmental Output Expenses",NA,"Heritage, Culture & Recreation",13451,2015,"Main Estimates","A","This appropriation is limited to support for providers to develop Whanau Ora service delivery capability."
"Te Puni Kokiri","Maori Affairs",624,624,"Rangatiratanga Grants","Rangatiratanga Grants","Single","No","Benefits or Related Expenses",NA,"Heritage, Culture & Recreation",478,2010,"Actuals","A","Financial assistance to promote and enhance initiatives for the social, economic and cultural advancement of Maori."
"Te Puni Kokiri","Maori Affairs",624,624,"Rangatiratanga Grants","Rangatiratanga Grants","Single","No","Benefits or Related Expenses",NA,"Heritage, Culture & Recreation",476,2011,"Actuals","A","Financial assistance to promote and enhance initiatives for the social, economic and cultural advancement of Maori."
