"Department","Vote","App id","MCOA id","Description","Appropriation Type","Output Expense Type","Functional Classification","Amount ($000)","Year","Amount_Type_Desc","Periodicity"
"Department of Internal Affairs","Internal Affairs",9219,9219,"Department of Internal Affairs - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",10025,2008,"Actuals","A"
"Department of Internal Affairs","Internal Affairs",9219,9219,"Department of Internal Affairs - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",35082,2009,"Actuals","A"
"Department of Internal Affairs","Internal Affairs",9219,9219,"Department of Internal Affairs - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",22974,2010,"Actuals","A"
"Department of Internal Affairs","Internal Affairs",9219,9219,"Department of Internal Affairs - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",44209,2011,"Estimated Actual","A"
"Department of Internal Affairs","Internal Affairs",9219,9219,"Department of Internal Affairs - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",72891,2012,"Main Estimates","A"
"Department of Internal Affairs","Emergency Management",5262,5262,"Policy Advice - Emergency Management","Departmental Output Expenses",NA,"Defence",850,2007,"Actuals","A"
"Department of Internal Affairs","Emergency Management",5263,5263,"Support Services, Information and Education","Departmental Output Expenses",NA,"Defence",6937,2007,"Actuals","A"
"Department of Internal Affairs","Emergency Management",5264,5264,"Management of National Emergency Readiness, Response and Recovery","Departmental Output Expenses",NA,"Defence",2953,2007,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9078,9076,"Policy Advice – Emergency Management","Departmental Output Expenses",NA,"Core Government Services",868,2008,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9077,9076,"Management of National Emergency Readiness, Response and Recovery","Departmental Output Expenses",NA,"Core Government Services",3916,2008,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9079,9076,"Support Services, Information and Education","Departmental Output Expenses",NA,"Core Government Services",6192,2008,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9078,9076,"Policy Advice – Emergency Management","Departmental Output Expenses",NA,"Core Government Services",927,2009,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9079,9076,"Support Services, Information and Education","Departmental Output Expenses",NA,"Core Government Services",5621,2009,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9077,9076,"Management of National Emergency Readiness, Response and Recovery","Departmental Output Expenses",NA,"Core Government Services",3985,2009,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9077,9076,"Management of National Emergency Readiness, Response and Recovery","Departmental Output Expenses",NA,"Core Government Services",3875,2010,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9078,9076,"Policy Advice – Emergency Management","Departmental Output Expenses",NA,"Core Government Services",846,2010,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9079,9076,"Support Services, Information and Education","Departmental Output Expenses",NA,"Core Government Services",5458,2010,"Actuals","A"
"Department of Internal Affairs","Emergency Management",9078,9076,"Policy Advice – Emergency Management","Departmental Output Expenses",NA,"Core Government Services",977,2011,"Estimated Actual","A"
"Department of Internal Affairs","Emergency Management",9079,9076,"Support Services, Information and Education","Departmental Output Expenses",NA,"Core Government Services",6664,2011,"Estimated Actual","A"
"Department of Internal Affairs","Emergency Management",9077,9076,"Management of National Emergency Readiness, Response and Recovery","Departmental Output Expenses",NA,"Core Government Services",5064,2011,"Estimated Actual","A"
"Department of Internal Affairs","Emergency Management",9079,9076,"Support Services, Information and Education","Departmental Output Expenses",NA,"Core Government Services",5794,2012,"Main Estimates","A"
"Department of Internal Affairs","Emergency Management",9077,9076,"Management of National Emergency Readiness, Response and Recovery","Departmental Output Expenses",NA,"Core Government Services",4201,2012,"Main Estimates","A"
"Department of Internal Affairs","Emergency Management",9078,9076,"Policy Advice – Emergency Management","Departmental Output Expenses",NA,"Core Government Services",957,2012,"Main Estimates","A"
"Department of Internal Affairs","Emergency Management",501,501,"Emergency Expenses","Non-Departmental Other Expenses",NA,"Defence",7700,2007,"Actuals","A"
"Department of Internal Affairs","Emergency Management",501,501,"Emergency Expenses","Non-Departmental Other Expenses",NA,"Defence",1849,2008,"Actuals","A"
"Department of Internal Affairs","Emergency Management",501,501,"Emergency Expenses","Non-Departmental Other Expenses",NA,"Defence",1363,2009,"Actuals","A"
"Department of Internal Affairs","Emergency Management",501,501,"Emergency Expenses","Non-Departmental Other Expenses",NA,"Defence",1805,2010,"Actuals","A"
"Department of Internal Affairs","Emergency Management",501,501,"Emergency Expenses","Non-Departmental Other Expenses",NA,"Defence",19222,2011,"Estimated Actual","A"
"Department of Internal Affairs","Emergency Management",501,501,"Emergency Expenses","Non-Departmental Other Expenses",NA,"Defence",2000,2012,"Main Estimates","A"
"Department of Internal Affairs","Emergency Management",502,502,"Subsidies to Local Government","Non-Departmental Other Expenses",NA,"Defence",889,2007,"Actuals","A"
"Department of Internal Affairs","Emergency Management",502,502,"Subsidies to Local Government","Non-Departmental Other Expenses",NA,"Defence",889,2008,"Actuals","A"
"Department of Internal Affairs","Emergency Management",502,502,"Subsidies to Local Government","Non-Departmental Other Expenses",NA,"Defence",889,2009,"Actuals","A"
"Department of Internal Affairs","Emergency Management",502,502,"Subsidies to Local Government","Non-Departmental Other Expenses",NA,"Defence",889,2010,"Actuals","A"
"Department of Internal Affairs","Emergency Management",502,502,"Subsidies to Local Government","Non-Departmental Other Expenses",NA,"Defence",889,2011,"Estimated Actual","A"
"Department of Internal Affairs","Emergency Management",502,502,"Subsidies to Local Government","Non-Departmental Other Expenses",NA,"Defence",889,2012,"Main Estimates","A"
"Department of Internal Affairs","Emergency Management",10056,10056,"Ex Gratia Payment for Canterbury Earthquake Appeal","Non-Departmental Other Expenses",NA,"Health",5000,2011,"Estimated Actual","A"
"Department of Internal Affairs","Emergency Management",10167,10167,"February 2011 Christchurch Earthquake National Controller Costs","Non-Departmental Other Expenses",NA,"Core Government Services",4100,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",504,504,"Policy Advice - Local Government","Departmental Output Expenses",NA,"Core Government Services",7865,2007,"Actuals","A"
"Department of Internal Affairs","Local Government",505,505,"Information, Support and Regulatory Services - Local Government","Departmental Output Expenses",NA,"Core Government Services",4122,2007,"Actuals","A"
"Department of Internal Affairs","Local Government",9081,9080,"Information, Support and Regulatory Services - Local Government","Departmental Output Expenses",NA,"Core Government Services",5466,2008,"Actuals","A"
"Department of Internal Affairs","Local Government",9082,9080,"Policy Advice - Local Government","Departmental Output Expenses",NA,"Core Government Services",6062,2008,"Actuals","A"
"Department of Internal Affairs","Local Government",9081,9080,"Information, Support and Regulatory Services - Local Government","Departmental Output Expenses",NA,"Core Government Services",5080,2009,"Actuals","A"
"Department of Internal Affairs","Local Government",9082,9080,"Policy Advice - Local Government","Departmental Output Expenses",NA,"Core Government Services",7741,2009,"Actuals","A"
"Department of Internal Affairs","Local Government",9082,9080,"Policy Advice - Local Government","Departmental Output Expenses",NA,"Core Government Services",7258,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",9081,9080,"Information, Support and Regulatory Services - Local Government","Departmental Output Expenses",NA,"Core Government Services",4067,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",9081,9080,"Information, Support and Regulatory Services - Local Government","Departmental Output Expenses",NA,"Core Government Services",3499,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",9082,9080,"Policy Advice - Local Government","Departmental Output Expenses",NA,"Core Government Services",6731,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",9081,9080,"Information, Support and Regulatory Services - Local Government","Departmental Output Expenses",NA,"Core Government Services",3433,2012,"Main Estimates","A"
"Department of Internal Affairs","Local Government",9082,9080,"Policy Advice - Local Government","Departmental Output Expenses",NA,"Core Government Services",6489,2012,"Main Estimates","A"
"Department of Internal Affairs","Local Government",9582,9582,"Implementation of Auckland Governance Reforms","Departmental Output Expenses",NA,"Core Government Services",232,2009,"Actuals","A"
"Department of Internal Affairs","Local Government",9582,9582,"Implementation of Auckland Governance Reforms","Departmental Output Expenses",NA,"Core Government Services",378,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",9582,9582,"Implementation of Auckland Governance Reforms","Departmental Output Expenses",NA,"Core Government Services",210,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",506,506,"Rates Rebate Scheme","Benefits and Other Unrequited Expenses",NA,"Housing and Community",43517,2007,"Actuals","A"
"Department of Internal Affairs","Local Government",506,506,"Rates Rebate Scheme","Benefits and Other Unrequited Expenses",NA,"Housing and Community",44786,2008,"Actuals","A"
"Department of Internal Affairs","Local Government",506,506,"Rates Rebate Scheme","Benefits and Other Unrequited Expenses",NA,"Housing and Community",52597,2009,"Actuals","A"
"Department of Internal Affairs","Local Government",506,506,"Rates Rebate Scheme","Benefits and Other Unrequited Expenses",NA,"Housing and Community",44039,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",506,506,"Rates Rebate Scheme","Benefits and Other Unrequited Expenses",NA,"Housing and Community",51872,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",506,506,"Rates Rebate Scheme","Benefits and Other Unrequited Expenses",NA,"Housing and Community",60000,2012,"Main Estimates","A"
"Department of Internal Affairs","Local Government",507,507,"Tuwharetoa Maori Trust Board","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",149,2007,"Actuals","A"
"Department of Internal Affairs","Local Government",507,507,"Tuwharetoa Maori Trust Board","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",12838,2008,"Actuals","A"
"Department of Internal Affairs","Local Government",8747,8747,"Chatham Islands Council","Non-Departmental Other Expenses",NA,"Core Government Services",1763,2007,"Actuals","A"
"Department of Internal Affairs","Local Government",8747,8747,"Chatham Islands Council","Non-Departmental Other Expenses",NA,"Core Government Services",1721,2008,"Actuals","A"
"Department of Internal Affairs","Local Government",8747,8747,"Chatham Islands Council","Non-Departmental Other Expenses",NA,"Core Government Services",1828,2009,"Actuals","A"
"Department of Internal Affairs","Local Government",8747,8747,"Chatham Islands Council","Non-Departmental Other Expenses",NA,"Core Government Services",1613,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",8747,8747,"Chatham Islands Council","Non-Departmental Other Expenses",NA,"Core Government Services",2167,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",8747,8747,"Chatham Islands Council","Non-Departmental Other Expenses",NA,"Core Government Services",3733,2012,"Main Estimates","A"
"Department of Internal Affairs","Local Government",8832,8832,"Depreciation","Non-Departmental Other Expenses",NA,"Core Government Services",128,2007,"Actuals","A"
"Department of Internal Affairs","Local Government",8832,8832,"Depreciation","Non-Departmental Other Expenses",NA,"Core Government Services",128,2008,"Actuals","A"
"Department of Internal Affairs","Local Government",8832,8832,"Depreciation","Non-Departmental Other Expenses",NA,"Core Government Services",128,2009,"Actuals","A"
"Department of Internal Affairs","Local Government",8832,8832,"Depreciation","Non-Departmental Other Expenses",NA,"Core Government Services",137,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",8832,8832,"Depreciation","Non-Departmental Other Expenses",NA,"Core Government Services",147,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",8879,8879,"Grants to Assist in Land Purchases","Non-Departmental Other Expenses",NA,"Core Government Services",1000,2008,"Actuals","A"
"Department of Internal Affairs","Local Government",9410,9410,"Tuwharetoa Maori Trust Board","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",1500,2009,"Actuals","A"
"Department of Internal Affairs","Local Government",9410,9410,"Tuwharetoa Maori Trust Board","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",1500,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",9410,9410,"Tuwharetoa Maori Trust Board","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",1500,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",9410,9410,"Tuwharetoa Maori Trust Board","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",1500,2012,"Main Estimates","A"
"Department of Internal Affairs","Local Government",10219,10219,"Crown-owned Assets at Lake Taupo - Maintenance Costs","Non-Departmental Other Expenses",NA,"Core Government Services",1797,2012,"Main Estimates","A"
"Department of Internal Affairs","Local Government",508,508,"Capital Investments - Lake Taupo","Non-Departmental Capital Expenditure",NA,"No Functional Classification",41,2007,"Actuals","A"
"Department of Internal Affairs","Local Government",508,508,"Capital Investments - Lake Taupo","Non-Departmental Capital Expenditure",NA,"No Functional Classification",17,2008,"Actuals","A"
"Department of Internal Affairs","Local Government",508,508,"Capital Investments - Lake Taupo","Non-Departmental Capital Expenditure",NA,"No Functional Classification",169,2009,"Actuals","A"
"Department of Internal Affairs","Local Government",508,508,"Capital Investments - Lake Taupo","Non-Departmental Capital Expenditure",NA,"No Functional Classification",34,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",508,508,"Capital Investments - Lake Taupo","Non-Departmental Capital Expenditure",NA,"No Functional Classification",34,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",508,508,"Capital Investments - Lake Taupo","Non-Departmental Capital Expenditure",NA,"No Functional Classification",978,2012,"Main Estimates","A"
"Department of Internal Affairs","Local Government",9604,9604,"Loan to the Auckland Transition Agency","Non-Departmental Capital Expenditure",NA,"No Functional Classification",24239,2010,"Actuals","A"
"Department of Internal Affairs","Local Government",9604,9604,"Loan to the Auckland Transition Agency","Non-Departmental Capital Expenditure",NA,"No Functional Classification",69827,2011,"Estimated Actual","A"
"Department of Internal Affairs","Local Government",9740,9740,"Local Government Debt Vehicle","Non-Departmental Capital Expenditure",NA,"No Functional Classification",5000,2011,"Estimated Actual","A"
"Department of Internal Affairs","Racing",510,510,"Policy Advice - Racing","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",204,2007,"Actuals","A"
"Department of Internal Affairs","Racing",510,510,"Policy Advice - Racing","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",214,2008,"Actuals","A"
"Department of Internal Affairs","Racing",510,510,"Policy Advice - Racing","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",195,2009,"Actuals","A"
"Department of Internal Affairs","Racing",510,510,"Policy Advice - Racing","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",246,2010,"Actuals","A"
"Department of Internal Affairs","Racing",510,510,"Policy Advice - Racing","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",261,2011,"Estimated Actual","A"
"Department of Internal Affairs","Racing",510,510,"Policy Advice - Racing","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",221,2012,"Main Estimates","A"
"Department of Internal Affairs","Racing",9060,9060,"Racing Safety Development Fund","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",365,2008,"Actuals","A"
"Department of Internal Affairs","Racing",9060,9060,"Racing Safety Development Fund","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",1621,2009,"Actuals","A"
"Department of Internal Affairs","Racing",9060,9060,"Racing Safety Development Fund","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",923,2010,"Actuals","A"
"Department of Internal Affairs","Racing",9060,9060,"Racing Safety Development Fund","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",1000,2011,"Estimated Actual","A"
"Department of Internal Affairs","Racing",9060,9060,"Racing Safety Development Fund","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",1000,2012,"Main Estimates","A"
"Department of Internal Affairs","Racing",9360,9360,"Racing Promotion and Sponsorship Scheme","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",2976,2009,"Actuals","A"
"Department of Internal Affairs","Racing",9360,9360,"Racing Promotion and Sponsorship Scheme","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",3000,2010,"Actuals","A"
"Department of Internal Affairs","Racing",9360,9360,"Racing Promotion and Sponsorship Scheme","Non-Departmental Other Expenses",NA,"Heritage, Culture & Recreation",3000,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",5753,5753,"Support Services to Members of the Executive","Departmental Output Expenses",NA,"Core Government Services",25453,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5753,5753,"Support Services to Members of the Executive","Departmental Output Expenses",NA,"Core Government Services",26663,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5753,5753,"Support Services to Members of the Executive","Departmental Output Expenses",NA,"Core Government Services",30154,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5753,5753,"Support Services to Members of the Executive","Departmental Output Expenses",NA,"Core Government Services",26725,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5753,5753,"Support Services to Members of the Executive","Departmental Output Expenses",NA,"Core Government Services",26786,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",5753,5753,"Support Services to Members of the Executive","Departmental Output Expenses",NA,"Core Government Services",26852,2012,"Main Estimates","A"
"Department of Internal Affairs","Ministerial Services",5755,5755,"VIP Transport Services","Departmental Output Expenses",NA,"Core Government Services",7082,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5755,5755,"VIP Transport Services","Departmental Output Expenses",NA,"Core Government Services",7303,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5755,5755,"VIP Transport Services","Departmental Output Expenses",NA,"Core Government Services",7653,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5755,5755,"VIP Transport Services","Departmental Output Expenses",NA,"Core Government Services",7178,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5755,5755,"VIP Transport Services","Departmental Output Expenses",NA,"Core Government Services",7468,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",5755,5755,"VIP Transport Services","Departmental Output Expenses",NA,"Core Government Services",7947,2012,"Main Estimates","A"
"Department of Internal Affairs","Ministerial Services",6079,6079,"Official Visits and Events Coordination","Departmental Output Expenses",NA,"Core Government Services",3873,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",6079,6079,"Official Visits and Events Coordination","Departmental Output Expenses",NA,"Core Government Services",5728,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",6079,6079,"Official Visits and Events Coordination","Departmental Output Expenses",NA,"Core Government Services",3912,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",6079,6079,"Official Visits and Events Coordination","Departmental Output Expenses",NA,"Core Government Services",4466,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",6079,6079,"Official Visits and Events Coordination","Departmental Output Expenses",NA,"Core Government Services",5407,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",6079,6079,"Official Visits and Events Coordination","Departmental Output Expenses",NA,"Core Government Services",4435,2012,"Main Estimates","A"
"Department of Internal Affairs","Ministerial Services",5759,5759,"Annuities to Former Governors-General, Prime Ministers and their Surviving Spouses","Benefits and Other Unrequited Expenses","Permanent Legislative Authority","Core Government Services",6211,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5759,5759,"Annuities to Former Governors-General, Prime Ministers and their Surviving Spouses","Benefits and Other Unrequited Expenses","Permanent Legislative Authority","Core Government Services",407,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5759,5759,"Annuities to Former Governors-General, Prime Ministers and their Surviving Spouses","Benefits and Other Unrequited Expenses","Permanent Legislative Authority","Core Government Services",657,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5759,5759,"Annuities to Former Governors-General, Prime Ministers and their Surviving Spouses","Benefits and Other Unrequited Expenses","Permanent Legislative Authority","Core Government Services",458,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5759,5759,"Annuities to Former Governors-General, Prime Ministers and their Surviving Spouses","Benefits and Other Unrequited Expenses","Permanent Legislative Authority","Core Government Services",1100,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",5757,5757,"Members of the Executive – Travel","Non-Departmental Other Expenses",NA,"Core Government Services",10052,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5757,5757,"Members of the Executive – Travel","Non-Departmental Other Expenses",NA,"Core Government Services",10596,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5757,5757,"Members of the Executive – Travel","Non-Departmental Other Expenses",NA,"Core Government Services",11278,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5757,5757,"Members of the Executive – Travel","Non-Departmental Other Expenses",NA,"Core Government Services",11509,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5757,5757,"Members of the Executive – Travel","Non-Departmental Other Expenses",NA,"Core Government Services",11590,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",5757,5757,"Members of the Executive – Travel","Non-Departmental Other Expenses",NA,"Core Government Services",11790,2012,"Main Estimates","A"
"Department of Internal Affairs","Ministerial Services",5758,5758,"Travel for Former Governors-General and Prime Ministers","Non-Departmental Other Expenses",NA,"Core Government Services",4553,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5758,5758,"Travel for Former Governors-General and Prime Ministers","Non-Departmental Other Expenses",NA,"Core Government Services",469,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5758,5758,"Travel for Former Governors-General and Prime Ministers","Non-Departmental Other Expenses",NA,"Core Government Services",461,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5758,5758,"Travel for Former Governors-General and Prime Ministers","Non-Departmental Other Expenses",NA,"Core Government Services",114,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5758,5758,"Travel for Former Governors-General and Prime Ministers","Non-Departmental Other Expenses",NA,"Core Government Services",320,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",5760,5760,"Executive Council and Members of the Executive - Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",6984,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5760,5760,"Executive Council and Members of the Executive - Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",7194,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5760,5760,"Executive Council and Members of the Executive - Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",7922,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5760,5760,"Executive Council and Members of the Executive - Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",7868,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5760,5760,"Executive Council and Members of the Executive - Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",8385,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",5760,5760,"Executive Council and Members of the Executive - Salaries and Allowances","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",8400,2012,"Main Estimates","A"
"Department of Internal Affairs","Ministerial Services",5761,5761,"Governors'-General Pension Arrangements","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",19,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5761,5761,"Governors'-General Pension Arrangements","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",19,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5761,5761,"Governors'-General Pension Arrangements","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",20,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5761,5761,"Governors'-General Pension Arrangements","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",20,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",5761,5761,"Governors'-General Pension Arrangements","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",23,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",8833,8833,"Depreciation on Official Residences","Non-Departmental Other Expenses",NA,"Core Government Services",119,2007,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",8833,8833,"Depreciation on Official Residences","Non-Departmental Other Expenses",NA,"Core Government Services",119,2008,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",8833,8833,"Depreciation on Official Residences","Non-Departmental Other Expenses",NA,"Core Government Services",131,2009,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",8833,8833,"Depreciation on Official Residences","Non-Departmental Other Expenses",NA,"Core Government Services",132,2010,"Actuals","A"
"Department of Internal Affairs","Ministerial Services",8833,8833,"Depreciation on Official Residences","Non-Departmental Other Expenses",NA,"Core Government Services",147,2011,"Estimated Actual","A"
"Department of Internal Affairs","Ministerial Services",8833,8833,"Depreciation on Official Residences","Non-Departmental Other Expenses",NA,"Core Government Services",147,2012,"Main Estimates","A"
"Department of Internal Affairs","Ministerial Services",10146,10146,"Former Governors-General – Annuities and Other Payments","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",435,2012,"Main Estimates","A"
"Department of Internal Affairs","Ministerial Services",10147,10147,"Former Prime Ministers – Annuities","Non-Departmental Other Expenses","Permanent Legislative Authority","Core Government Services",160,2012,"Main Estimates","A"
"Department of Internal Affairs","Ministerial Services",10148,10148,"Former Prime Ministers – Domestic Travel","Non-Departmental Other Expenses",NA,"Core Government Services",270,2012,"Main Estimates","A"
"Department of Internal Affairs","National Archives",5819,5819,"National Archival Services","Departmental Output Expenses",NA,"Core Government Services",19482,2007,"Actuals","A"
"Department of Internal Affairs","National Archives",5819,5819,"National Archival Services","Departmental Output Expenses",NA,"Core Government Services",21328,2008,"Actuals","A"
"Department of Internal Affairs","National Archives",5819,5819,"National Archival Services","Departmental Output Expenses",NA,"Core Government Services",23888,2009,"Actuals","A"
"Department of Internal Affairs","National Archives",5819,5819,"National Archival Services","Departmental Output Expenses",NA,"Core Government Services",23219,2010,"Actuals","A"
"Department of Internal Affairs","National Archives",5819,5819,"National Archival Services","Departmental Output Expenses",NA,"Core Government Services",22964,2011,"Estimated Actual","A"
"Department of Internal Affairs","National Archives",10151,10149,"Archives Services","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",19674,2012,"Main Estimates","A"
"Department of Internal Affairs","National Archives",10150,10149,"Regulation of Public Sector Recordkeeping","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",4050,2012,"Main Estimates","A"
"Department of Internal Affairs","National Archives",10152,10149,"Policy Advice","Departmental Output Expenses",NA,"Heritage, Culture & Recreation",535,2012,"Main Estimates","A"
"Department of Internal Affairs","National Archives",9257,9257,"Archives New Zealand - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",2264,2008,"Actuals","A"
"Department of Internal Affairs","National Archives",9257,9257,"Archives New Zealand - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",2688,2009,"Actuals","A"
"Department of Internal Affairs","National Archives",9257,9257,"Archives New Zealand - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",3601,2010,"Actuals","A"
"Department of Internal Affairs","National Archives",9257,9257,"Archives New Zealand - Capital Expenditure","Departmental Capital Expenditure","Permanent Legislative Authority","No Functional Classification",1688,2011,"Estimated Actual","A"
"Department of Internal Affairs","Community and Voluntary Sector",7579,7579,"Policy Advice - Community","Departmental Output Expenses",NA,"Housing and Community",1768,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7580,7580,"Administration of Grants","Departmental Output Expenses",NA,"Housing and Community",12013,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",7581,7581,"Community Advisory Services","Departmental Output Expenses",NA,"Housing and Community",5392,2007,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9085,9084,"Administration of Grants","Departmental Output Expenses",NA,"Housing and Community",13439,2008,"Actuals","A"
"Department of Internal Affairs","Community and Voluntary Sector",9086,9084,"Community Advisory Services","Departmental Output Expenses",NA,"Housing and Community",5374,2008,"Actuals","A"
